issuer_name;seller_name;seller_org_id;dept_name;seller_dept_id;payment_channel;tyyp;tehinguid;summas;price_add_sum;fee_sum;a_date;buyer_channel;piirkond;liiniomanik
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;20,6;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Linna Piletikeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;1;30;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Linna Piletikeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PPE;pilet;-2;-100,7;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Linna Piletikeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;1;36,7;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Linna Piletikeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;3;121,3;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;33;2060,1;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;3;231;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;133,7;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;3;222;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;32,27;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Linna Piletikeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;1;63,1;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Linna Piletikeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PPE;pilet;-1;-36,7;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Linna Piletikeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;C;pilet;-1;-32,1;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Linna Piletikeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PP;pilet;-1;-36,7;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;3;132,3;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;20,2;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Linna Piletikeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;3;11,3;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;33;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Linna Piletikeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;3,3;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Linna Piletikeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PPE;pilet;-1;-12,3;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Linna Piletikeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;3;13,6;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Linna Piletikeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;C;pilet;1;63,3;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Linna Piletikeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;3;13,6;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;3,6;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Linna Piletikeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;1;32,6;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Linna Piletikeskus OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PPE;pilet;-2;-71,2;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Linna Piletikeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;6;271,1;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Linna Piletikeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;2;1,1;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Linna Piletikeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;33;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Linna Piletikeskus OÜ;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;PPE;pilet;-1;-21,2;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Kiire Kaart OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PP;pilet;-2;-23,76;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Kiire Kaart OÜ;Terminalipunkt OÜ;7835;Terminalipunkt OÜ;7835;PPE;pilet;-12;-12,37;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Sõidukaardi Keskus OÜ;Kiire Kaart OÜ;5032;Kiire Kaart OÜ;5032;C;rahalaadimine;13;210;0;0;2026-4;Driver sales;Piirkond 11;Liiniomanik 11
Sõidukaardi Keskus OÜ;Kiire Kaart OÜ;5032;Kiire Kaart OÜ;5032;E;rahalaadimine;11;210;0;0;2026-4;Driver sales;Piirkond 11;Liiniomanik 11
Sõidukaardi Keskus OÜ;Kiire Kaart OÜ;5032;Kiire Kaart OÜ;5032;C;rahalaadimine;2;130;0;0;2026-4;Driver sales;Piirkond 12;Liiniomanik 12
Sõidukaardi Keskus OÜ;Kiire Kaart OÜ;5032;Kiire Kaart OÜ;5032;C;rahalaadimine;10;110;0;0;2026-4;Driver sales;Piirkond 13;Liiniomanik 13
Sõidukaardi Keskus OÜ;Kiire Kaart OÜ;5032;Kiire Kaart OÜ;5032;E;rahalaadimine;1;10;0;0;2026-4;Driver sales;Piirkond 14;Liiniomanik 14
Kiire Kaart OÜ;Kiire Kaart OÜ;5122;Kiire Kaart OÜ;5122;C;pilet;1;3;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;1;26;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;3;7;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;1;32;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;1;32;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;21;712;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;2;33;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;3;121;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;3;2;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;1;111;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;110;3011;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Mugav Maksekeskus OÜ;Piletivõrk OÜ;8799;Piletivõrk OÜ;8799;E;pilet;1;16;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ;Teenustasu Partner OÜ;8700;Teenustasu Partner OÜ;8700;C;pilet;2;120;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ;Sõidupunkt Partner OÜ;5896;Sõidupunkt Partner OÜ;5896;C;pilet;10;1112;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;C;pilet;3;116;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;E;pilet;30;20;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;C;pilet;13;326;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;E;pilet;1;60;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ;Kaardilahendus OÜ;9681;Kaardilahendus OÜ;9681;C;pilet;2;30;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;33;1302;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;22;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;11;321;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;16;610;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;6;206;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;11;1166;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;32;1;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;22;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;11;1066;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;26;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;61;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;11;10;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;16;610;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;13;10;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;33;1316;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;3;121;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;320;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;61;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;16;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;20;73;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;3;171;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;21;21;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Arvopunkt OÜ;6134;Arvopunkt OÜ;6134;C;pilet;2;61;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;C;pilet;-1;-1;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;E;pilet;1;32;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Mugav Maksekeskus OÜ;Sõidukaardi Keskus OÜ;7474;Sõidukaardi Keskus OÜ;7474;C;pilet;1;1;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;2;22;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;2;271;0;0;2026-4;Seller;Piirkond 6;Liiniomanik 6
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;C;pilet;2;61;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;1;32;0;0;2026-4;Seller;Piirkond 7;Liiniomanik 7
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;C;pilet;2;61;0;0;2026-4;Seller;Piirkond 8;Liiniomanik 8
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;3;121;0;0;2026-4;Seller;Piirkond 9;Liiniomanik 9
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;C;pilet;1;32;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;6;220;0;0;2026-4;Seller;Piirkond 10;Liiniomanik 10
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;3;26;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;C;pilet;2;61;0;0;2026-4;Seller;Piirkond 11;Liiniomanik 11
Mugav Maksekeskus OÜ;Müügiruut OÜ;3574;Müügiruut OÜ;3574;E;pilet;1;32;0;0;2026-4;Seller;Piirkond 12;Liiniomanik 12
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;2;22;0;0;2026-4;Seller;Piirkond 13;Liiniomanik 13
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;3;171;0;0;2026-4;Seller;Piirkond 14;Liiniomanik 14
Mugav Maksekeskus OÜ;Tasuvara OÜ;9733;Tasuvara OÜ;9733;C;pilet;11;120;0;0;2026-4;Seller;Piirkond 5;Liiniomanik 5
